Entity,Code,Year,cumulative_launches,Continent
Thailand,THA,2021,14,Asia
Turkey,TUR,1994,1,Asia
Turkey,TUR,1996,2,Asia
Turkey,TUR,2001,3,Asia
Turkey,TUR,2003,4,Asia
Turkey,TUR,2008,5,Asia
Turkey,TUR,2009,6,Asia
Turkey,TUR,2011,7,Asia
Turkey,TUR,2012,8,Asia
Turkey,TUR,2013,9,Asia
Turkey,TUR,2014,10,Asia
Turkey,TUR,2015,11,Asia
Turkey,TUR,2016,12,Asia
Turkey,TUR,2018,13,Asia
Turkey,TUR,2021,16,Asia
Turkmenistan,TKM,2015,1,Asia
Ukraine,UKR,1995,1,Europe
Ukraine,UKR,2004,3,Europe
Ukraine,UKR,2010,4,Europe
Ukraine,UKR,2011,6,Europe
Ukraine,UKR,2013,7,Europe
Ukraine,UKR,2014,8,Europe
United Arab Emirates,ARE,2000,1,Asia
United Arab Emirates,ARE,2003,2,Asia
United Arab Emirates,ARE,2008,3,Asia
United Arab Emirates,ARE,2009,4,Asia
United Arab Emirates,ARE,2011,5,Asia
United Arab Emirates,ARE,2012,6,Asia
United Arab Emirates,ARE,2013,7,Asia
United Arab Emirates,ARE,2017,8,Asia
United Arab Emirates,ARE,2018,9,Asia
United Arab Emirates,ARE,2019,10,Asia
United Arab Emirates,ARE,2020,13,Asia
United Arab Emirates,ARE,2021,17,Asia
United Kingdom,GBR,1962,1,Europe
United Kingdom,GBR,1964,2,Europe
United Kingdom,GBR,1967,3,Europe
United Kingdom,GBR,1969,5,Europe
United Kingdom,GBR,1970,6,Europe
United Kingdom,GBR,1971,8,Europe
United Kingdom,GBR,1974,12,Europe
United Kingdom,GBR,1979,14,Europe
United Kingdom,GBR,1981,16,Europe
United Kingdom,GBR,1984,18,Europe
United Kingdom,GBR,1988,19,Europe
United Kingdom,GBR,1989,21,Europe
United Kingdom,GBR,1990,27,Europe
United Kingdom,GBR,1991,28,Europe
United Kingdom,GBR,1994,31,Europe
United Kingdom,GBR,1995,32,Europe
United Kingdom,GBR,1996,33,Europe
United Kingdom,GBR,1998,34,Europe
United Kingdom,GBR,1999,36,Europe
United Kingdom,GBR,2000,40,Europe
United Kingdom,GBR,2001,41,Europe
United Kingdom,GBR,2003,42,Europe
United Kingdom,GBR,2005,45,Europe
United Kingdom,GBR,2006,47,Europe
United Kingdom,GBR,2007,49,Europe
United Kingdom,GBR,2008,52,Europe
United Kingdom,GBR,2009,55,Europe
United Kingdom,GBR,2010,58,Europe
United Kingdom,GBR,2011,60,Europe
United Kingdom,GBR,2012,64,Europe
United Kingdom,GBR,2013,71,Europe
United Kingdom,GBR,2014,81,Europe
United Kingdom,GBR,2015,88,Europe
United Kingdom,GBR,2016,89,Europe
United Kingdom,GBR,2017,96,Europe
United Kingdom,GBR,2018,108,Europe
United Kingdom,GBR,2019,122,Europe
United Kingdom,GBR,2020,226,Europe
United Kingdom,GBR,2021,515,Europe
United States,USA,1958,7,North America
United States,USA,1959,18,North America
United States,USA,1960,35,North America
United States,USA,1961,66,North America
United States,USA,1962,121,North America
United States,USA,1963,176,North America
United States,USA,1964,247,North America
United States,USA,1965,343,North America
United States,USA,1966,442,North America
United States,USA,1967,527,North America
United States,USA,1968,588,North America
United States,USA,1969,650,North America
United States,USA,1970,681,North America
United States,USA,1971,727,North America
United States,USA,1972,764,North America
United States,USA,1973,792,North America
United States,USA,1974,811,North America
United States,USA,1975,841,North America
United States,USA,1976,867,North America
United States,USA,1977,891,North America
United States,USA,1978,926,North America
United States,USA,1979,945,North America
United States,USA,1980,961,North America
United States,USA,1981,981,North America
United States,USA,1982,1001,North America
United States,USA,1983,1026,North America
United States,USA,1984,1057,North America
United States,USA,1985,1087,North America
United States,USA,1986,1098,North America
United States,USA,1987,1108,North America
United States,USA,1988,1127,North America
United States,USA,1989,1152,North America
United States,USA,1990,1192,North America
United States,USA,1991,1222,North America
United States,USA,1992,1250,North America
United States,USA,1993,1281,North America
United States,USA,1994,1316,North America
United States,USA,1995,1356,North America
United States,USA,1996,1397,North America
United States,USA,1997,1485,North America
United States,USA,1998,1576,North America
United States,USA,1999,1656,North America
United States,USA,2000,1712,North America
United States,USA,2001,1746,North America
United States,USA,2002,1779,North America
United States,USA,2003,1807,North America
United States,USA,2004,1828,North America
United States,USA,2005,1849,North America
United States,USA,2006,1886,North America
United States,USA,2007,1932,North America
United States,USA,2008,1956,North America
United States,USA,2009,1994,North America
United States,USA,2010,2029,North America
United States,USA,2011,2058,North America
United States,USA,2012,2091,North America
United States,USA,2013,2171,North America
United States,USA,2014,2266,North America
United States,USA,2015,2370,North America
United States,USA,2016,2475,North America
United States,USA,2017,2762,North America
United States,USA,2018,2952,North America
United States,USA,2019,3315,North America
United States,USA,2020,4299,North America
United States,USA,2021,5534,North America
Uruguay,URY,2014,1,South America
Uruguay,URY,2016,3,South America
Uruguay,URY,2017,4,South America
Uruguay,URY,2018,6,South America
Uruguay,URY,2020,19,South America
Uruguay,URY,2021,23,South America
Venezuela,VEN,2008,2,South America
Venezuela,VEN,2012,3,South America
Venezuela,VEN,2017,4,South America
Vietnam,VNM,2008,1,Asia
Vietnam,VNM,2012,3,Asia
Vietnam,VNM,2013,5,Asia
Vietnam,VNM,2019,6,Asia
Vietnam,VNM,2021,7,Asia
World,OWID_WRL,1957,2,World
World,OWID_WRL,1958,10,World
World,OWID_WRL,1959,24,World
World,OWID_WRL,1960,44,World
World,OWID_WRL,1961,82,World
World,OWID_WRL,1962,159,World
World,OWID_WRL,1963,231,World
World,OWID_WRL,1964,338,World
World,OWID_WRL,1965,501,World
World,OWID_WRL,1966,646,World
World,OWID_WRL,1967,805,World
World,OWID_WRL,1968,945,World
World,OWID_WRL,1969,1083,World
World,OWID_WRL,1970,1213,World
World,OWID_WRL,1971,1369,World
World,OWID_WRL,1972,1502,World
World,OWID_WRL,1973,1640,World
World,OWID_WRL,1974,1768,World
World,OWID_WRL,1975,1926,World
World,OWID_WRL,1976,2084,World
World,OWID_WRL,1977,2221,World
World,OWID_WRL,1978,2386,World
World,OWID_WRL,1979,2510,World
World,OWID_WRL,1980,2640,World
World,OWID_WRL,1981,2798,World
World,OWID_WRL,1982,2943,World
World,OWID_WRL,1983,3097,World
World,OWID_WRL,1984,3260,World
World,OWID_WRL,1985,3425,World
World,OWID_WRL,1986,3559,World
World,OWID_WRL,1987,3694,World
World,OWID_WRL,1988,3839,World
World,OWID_WRL,1989,3978,World
World,OWID_WRL,1990,4146,World
World,OWID_WRL,1991,4281,World
World,OWID_WRL,1992,4411,World
World,OWID_WRL,1993,4519,World
World,OWID_WRL,1994,4642,World
World,OWID_WRL,1995,4747,World
World,OWID_WRL,1996,4847,World
World,OWID_WRL,1997,4999,World
World,OWID_WRL,1998,5156,World
World,OWID_WRL,1999,5285,World
World,OWID_WRL,2000,5406,World
World,OWID_WRL,2001,5492,World
World,OWID_WRL,2002,5588,World
World,OWID_WRL,2003,5676,World
World,OWID_WRL,2004,5750,World
World,OWID_WRL,2005,5822,World
World,OWID_WRL,2006,5918,World
World,OWID_WRL,2007,6029,World
World,OWID_WRL,2008,6138,World
World,OWID_WRL,2009,6263,World
World,OWID_WRL,2010,6383,World
World,OWID_WRL,2011,6512,World
World,OWID_WRL,2012,6646,World
World,OWID_WRL,2013,6856,World
World,OWID_WRL,2014,7097,World
World,OWID_WRL,2015,7319,World
World,OWID_WRL,2016,7540,World
World,OWID_WRL,2017,7996,World
World,OWID_WRL,2018,8449,World
World,OWID_WRL,2019,9035,World
World,OWID_WRL,2020,10309,World
World,OWID_WRL,2021,12116,World
